,invoice_id,issue_date,creation_date,invoice_type,buyer_company_name,vendor_company_name,payment_status,days_since_issue,past_due,total_amount_with_taxes,work_description,payment_status_norm
4181,4346,2025-12-31,2025-12-01T11:16:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,11753.7,MACH-Janitorial Services at 1155 Robert Bourassa- November 2025,unpaid
4182,4347,2025-12-31,2025-12-01T11:20:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,53539.27,(MACH)-Janitorial Services 825 St Laurent Ouest- Place Longueuil- November 2025,unpaid
4183,4348,2025-12-31,2025-12-01T11:26:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,14525.28,MACH-Janitorial Services at 201-211 Laurier Est- November 2025,unpaid
4184,4349,2025-12-31,2025-12-01T11:31:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,26821.81,Janitorial Services at 550 De la Cite (4039) - November 2025,unpaid
4185,4350,2025-12-31,2025-12-01T11:34:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,402.41,Mach- 550 De la Cite Janitorial services lower level - November 2025,unpaid
4186,4351,2025-12-01,2025-12-01T11:36:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,445.61,155 RB- Suite 11th floor- 2 days per week (contrecoeur)- November 2025,unpaid
4187,4352,2025-12-01,2025-12-01T11:42:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,103.48,1155 RB- suite 1410- 1 fridge monthly 2 micro weekly (1610)- November 2025,unpaid
4188,4353,2025-12-01,2025-12-01T12:03:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,23.0,MACH-1080 Beaver Hall- Microonde suite 1720- last friday of month (1610) November 2025,unpaid
4189,4354,2025-12-01,2025-12-01T12:06:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,40.24,MACH-1080 Beaver Hall - upgrade lave vaiselle suite 6th floor twice 2 weeks (1610) November 2025,unpaid
4190,4355,2025-12-01,2025-12-01T12:12:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,120.72,MACH-1080 Beaver Hall - suite 1512-Sweep and mop floors at data centre once per week (1610) November 2025,unpaid
4191,4356,2025-12-01,2025-12-01T12:35:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,344.93,MACH-2001 McGill-Extra service menager CIM (1601) November 2025,unpaid
4192,4357,2025-12-01,2025-12-01T12:37:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,270.19,MACH-2001 McGill-Extra service menager Nothbolt (1601) November 2025,unpaid
4193,4358,2025-12-01,2025-12-01T12:39:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,229.95,MACH-2001 McGill-Extra service menager -SITA (1601) November 2025,unpaid
4194,4359,2025-12-01,2025-12-01T12:41:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,310.43,MACH-2001 McGill-Extra service menager -L&A Chagnon (1601) November 2025,unpaid
4195,4360,2025-12-01,2025-12-01T12:44:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,3299.78,MACH-2001 McGill - Extra service menager - Clinique dentaire-November 2025,unpaid
4196,4361,2025-12-31,2025-12-01T12:45:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,86.23,Janitorial Services at Cavendish Mall B'NAI BRITH NATIONAL ORGANIZATION (1264) - November 2025,unpaid
4197,4362,2025-12-31,2025-12-01T12:49:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,8058.45,"Janitorial Services at 1165 Kenaston, 1st Floor common areas space includes washrooms and 2nd floor call centre- November 2025",unpaid
4198,4363,2025-12-31,2025-12-01T12:51:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,351.86,1630 Star Top Road (warehouse offices) Janitorial Services November 2025,unpaid
4200,4365,2025-12-31,2025-12-01T14:18:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,1040.78,"Janitorial Services at 3995 Old Richmond Road, Bells Corner United Church, November 2025",unpaid
4201,4366,2025-12-31,2025-12-01T14:20:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,762.75,Janitorial Services at 160 George Weekend Service November 2025,unpaid
4202,4367,2025-12-31,2025-12-01T15:31:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,5924.32,311 McArthur Av. Janitorial Services 5 days a week November 2025,unpaid
4203,4368,2025-12-31,2025-12-01T16:12:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,9453.63,Janitorial Services at 1081 Ambleside Dr. November 2025,unpaid
4204,4369,2025-12-31,2025-12-01T16:15:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,282.5,Janitorial Services at 193 Metcalfe-Corridor November 2025,unpaid
4206,4371,2025-12-31,2025-12-01T16:33:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,2586.07,Janitorial Services at 454 Laurier Av Est- Embassy Egypt November 2025,unpaid
4207,4372,2025-12-31,2025-12-01T16:35:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,423.75,Janitorial Services at JR Saints November 2025,unpaid
4208,4373,2025-12-31,2025-12-01T21:23:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,418.56,Janitorial Services at Media Plus November 2025,unpaid
4209,4374,2025-12-31,2025-12-01T21:26:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,11738.43,Janitorial Services at 1000 Castle Hill- 18 Deerfield - 20 Deerfield November 2025,unpaid
4210,4375,2025-12-31,2025-12-01T21:28:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,4143.56,Janitorial Services at 302 Legget and carpet program- MDA- November 2025,unpaid
4211,4377,2025-12-31,2025-12-01T22:14:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,4639.23,Janitorial Services at OPA November 2025,unpaid
4212,4378,2025-12-31,2025-12-01T22:17:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,678.0,Janitorial Services at 366 Brant St November 2025,unpaid
4213,4379,2025-12-31,2025-12-01T22:21:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,4765.21,Janitorial Services at 21 James St and 420 Gilmour - November 2025,unpaid
4214,4380,2025-12-31,2025-12-01T22:23:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,1143.38,Janitorial Services at 1250 Ages Dr- Training Area November 2025,unpaid
4216,4382,2025-12-31,2025-12-01T22:28:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,14371.88,"Janitorial services at 101 Boul Cardinal-Léger, Pincourt - November 2025",unpaid
4217,4383,2025-12-31,2025-12-01T22:48:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,13074.26,Janitorial Services at 50 Rideau Parking- RED-BLUE-GREEN- November 2025,unpaid
4218,4384,2025-12-31,2025-12-02T09:58:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,8573.09,MACH-Janitorial Services at 625 Renne Levesque Ouest- November 2025,unpaid
4219,4385,2025-12-31,2025-12-02T10:00:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,71845.2,MACH-Janitorial Services at 2001 McGill College Avenue- November 2025,unpaid
4220,4386,2025-12-31,2025-12-02T10:04:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,6777.43,Work Description: Janitorial Services at 1400 St Laurent Boulevard- November 2025,unpaid
4221,4387,2025-12-31,2025-12-02T10:07:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,18723.18,MACH-Janitorial Services at 1801 Hollis Street- November 2025,unpaid
4222,4388,2025-12-31,2025-12-02T10:11:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,17158.43,MACH-Janitorial Services at 99 Wyze Road- November 2025,unpaid
4223,4389,2025-12-31,2025-12-02T11:33:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,536.22,"Janitorial services at 101 Bd Cardinal Léger, Pincourt. Reg mois Novembre",unpaid
4227,4396,2025-12-31,2025-12-03T00:12:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,113825.25,Janitorial Services Royalmount Mall - November 2025,unpaid
4228,4397,2025-12-31,2025-12-03T00:17:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,316.18,Janitorial Service - Royalmount Mall - lavage des serviettes des vestiaires de la salle d'employé (2x semaine) November 2025,unpaid
4229,4398,2025-12-31,2025-12-03T00:19:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,344.93,Janitorial Service - Royalmount Mall - Service de lavage des serviettes au 8500 Decarie November 2025,unpaid
4230,4400,2025-12-31,2025-12-03T00:24:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,496.69,Janitorial Service - Royalmount Mall - Service de lavage des serviettes au 8500 Decarie - November 2025,unpaid
4231,4401,2025-12-31,2025-12-03T00:26:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,8048.25,Janitorial Service - Royalmount Mall - RENNAI STORE - November 2025,unpaid
4232,4402,2025-12-31,2025-12-03T08:50:00+00:00,Regular,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,21,False,14359.36,Janitorial Services - ONTARIO LOCATIONS- November 2025,unpaid
4233,4403,2025-12-31,2025-12-03T10:45:00+00:00,Regular,Allen Maintenance Ltd,1001298527 Ontario Inc,Unpaid,21,False,16385.0,Janitorial Services at MACH - 800 Palladium,unpaid
4234,4404,2025-12-31,2025-12-03T10:46:00+00:00,Regular,Allen Maintenance Ltd,1001298527 Ontario Inc,Unpaid,21,False,13074.26,Janitorial Services at 50 Rideau Parking,unpaid
4237,4407,2025-12-31,2025-12-03T12:54:00+00:00,Regular,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,2198.53,Janitorial Services at VIA Rail Ottawa (Oct 16 to Oct 31),unpaid
4238,4408,2025-12-31,2025-12-03T13:02:00+00:00,Regular,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,2230.9,Janitorial Services at VIA Rail Ottawa (July 16th to July 31st),unpaid
4244,4414,2025-12-04,2025-12-04T07:52:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,48,True,1440.75,Service call to Deep carpet extraction cleaning in all the common area (Nov 24),unpaid
4245,4415,2025-12-04,2025-12-04T07:55:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,48,True,269.33,"17 TOMETARY DR, - Service call to empty garbage (Nov 8)",unpaid
4246,4416,2025-12-04,2025-12-04T07:59:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,48,True,85.5,187 Forbes St - Service call to Light needs to be replaced in the ladies washroom (25 Nov),unpaid
4247,4417,2025-12-04,2025-12-04T08:13:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,48,True,84.75,2204 Bank St - Service call to cleanup of all garbage around the building (27 Nov),unpaid
4248,4418,2025-12-04,2025-12-04T08:17:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,48,True,480.25,1200 St. Laurent - Deep cleaning of kitchen and appliances (Nov 30),unpaid
4249,4419,2025-12-04,2025-12-04T08:19:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,48,True,593.25,138 King St E - Service call to Exterior cleaning around the back (Nov 29),unpaid
4250,4420,2025-12-04,2025-12-04T08:22:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,48,True,197.75,2204 Bank St - Service call to to deep clean the sofa in the Customer area (30 Nov),unpaid
4251,4421,2025-12-04,2025-12-04T08:23:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,48,True,197.75,2204 Bank St - Service call to deep cleaning of the Vault stainless door (Nov 30),unpaid
4252,4422,2025-12-04,2025-12-04T08:28:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,48,True,236.32,7 Main St - Service call to clean the garbage and washroom (25 Nov),unpaid
4256,4426,2025-12-04,2025-12-04T08:49:00+00:00,One Shot,ICS CLEAN INC,9359-6633 Quebec Inc,Unpaid,48,True,169.5,"94 Princess Street, - Service call to clean the faucet in the 2nd floor kitchen and remove sticker goo from mirror mens washroom 2nd floor (28 Nov)",unpaid
4260,4430,2025-12-31,2025-12-04T10:27:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,142.6,Janitorial services- One shot at 7077-7101 Parc / 16 novembre 2025,unpaid
4261,4431,2025-12-31,2025-12-04T12:04:00+00:00,Regular,12433087 Canada Inc,9390-9216 Quebec Inc,Unpaid,21,False,4698.79,Janitorial Service - 221 Lyon - October 2025,unpaid
4262,4432,2025-12-31,2025-12-04T12:05:00+00:00,Regular,12433087 Canada Inc,9390-9216 Quebec Inc,Unpaid,21,False,2656.4,Janitorial Services at 440 Laurier St - October 2025,unpaid
4263,4433,2025-12-31,2025-12-04T12:05:00+00:00,Regular,12433087 Canada Inc,9390-9216 Quebec Inc,Unpaid,21,False,4698.79,Janitorial Service - 221 Lyon - November 2025,unpaid
4264,4434,2025-12-31,2025-12-04T12:06:00+00:00,Regular,12433087 Canada Inc,9390-9216 Quebec Inc,Unpaid,21,False,2656.4,Janitorial Services at 440 Laurier St - November 2025,unpaid
4266,4436,2025-12-31,2025-12-04T12:55:00+00:00,Regular,12433087 Canada Inc,13037622 Canada Inc,Unpaid,21,False,2282.04,99 Bank and fifth Commercial-Janitorial services August 2025,unpaid
4267,4437,2025-12-31,2025-12-04T12:55:00+00:00,Regular,12433087 Canada Inc,13037622 Canada Inc,Unpaid,21,False,2282.04,99 Bank and fifth Commercial-Janitorial services September 2025,unpaid
4268,4438,2025-12-31,2025-12-04T12:56:00+00:00,Regular,12433087 Canada Inc,13037622 Canada Inc,Unpaid,21,False,2282.04,99 Bank and fifth Commercial-Janitorial services October 2025,unpaid
4269,4439,2025-12-04,2025-12-04T13:15:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,48,False,250.8,"MACH-99 Wyse Road - Polish stair's handrail - September 5th, 2025",unpaid
4270,4440,2025-12-04,2025-12-04T13:16:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,48,False,142.5,99 Wyze Road - Washed rug on the 11th floor - main reception (in front of TV) - Regus.,unpaid
4271,4441,2025-12-04,2025-12-04T17:34:00+00:00,One Shot,12433087 Canada Inc,15441021 Canada Inc-Villa,Unpaid,48,True,7093.96,1341 Meadownlands Dr-PARKWOOD HILLS-Various Buildings - December 1-15/2025,unpaid
4272,4442,2025-12-04,2025-12-04T17:36:00+00:00,One Shot,12433087 Canada Inc,15441021 Canada Inc-Villa,Unpaid,48,True,7093.96,1341 Meadownlands Dr-PARKWOOD HILLS-Various Buildings - December 16-31/2025,unpaid
4273,4443,2025-12-05,2025-12-05T07:52:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,47,True,169.5,TDC81070824 - Service call to clean the faucet in the 2nd floor kitchen and remove sticker goo from mirror mens washroom 2nd floor (28 Nov),unpaid
4276,4446,2025-12-11,2025-12-11T09:22:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,41,True,344.92,268670819 - 975 NORTH AVE - Yearly cleaning (01 Oct),unpaid
4277,4447,2025-12-11,2025-12-11T09:34:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,41,True,98.5,268670810 - 6075 HIGHWAY 217 HWY - Yearly cleaning (27 Jul),unpaid
4278,4448,2025-12-11,2025-12-11T11:01:00+00:00,One Shot,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,41,True,1542.45,"AS59753 - L014298-SOB-7496 - Sobeys 2276 Tenth Line Rd - Cleaning Services (Oct 24,25,26,27,28,29,30)",unpaid
4279,4449,2025-12-11,2025-12-11T11:04:00+00:00,One Shot,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,41,True,1542.45,"AS59754 - L014242-SOB-4738 - Sobeys 5150 Innes Rd - Cleaning Services (Oct 24,25,26,27,28,29,30)",unpaid
4280,4450,2025-12-11,2025-12-11T22:21:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,41,False,356.42,"Q9373 - Cavendish Mall (1362) - Winter Carpet Installation (22, 28 Nov)",unpaid
4281,4453,2025-12-11,2025-12-12T01:05:00+00:00,One Shot,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,41,True,166.11,AS 59564 - 263 Elgin - TD - Emergency Service Call to clean feces in the ATM vestibule (26 nov),unpaid
4282,4454,2025-12-11,2025-12-12T01:08:00+00:00,One Shot,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,41,True,91.53,AS 598556 - 263 Elgin - TD - Emergency Service Call to clean feces around the premises outside (26 nov),unpaid
4283,4455,2025-12-12,2025-12-12T17:25:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,40,False,158.1,Q9383 - 7077-7101 Parc (1400) - Deep cleaning for visit of the Occupational Therapy Accreditation Committee. (16 Nov),unpaid
4284,4456,2025-12-12,2025-12-12T17:41:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,40,False,95.71,Q9408 - MACH-1080 Beaver Hall - Service call to Cleaning kitchen (inside and outside of the cupboards and fridge) Unit 1101 - Nov 28,unpaid
4285,4457,2025-12-12,2025-12-12T17:56:00+00:00,One Shot,CCI Ottawa,12433087 Canada Inc.,Unpaid,40,True,254.25,219 Argyle Av - Service call to garbage disposal (19 Nov),unpaid
4286,4458,2025-12-12,2025-12-12T18:13:00+00:00,One Shot,Rojo Construction Management Inc.,10696480 Canada Ltd,Unpaid,40,True,3712.05,"1400 Merivale Rd - Post construction, floors 3 ,4 and 6 (Sep 17,18 - Oct 16,17,18,20)",unpaid
4287,4459,2025-12-31,2025-12-14T12:42:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,953.04,"Janitorial Services, 21 James Street, Ottawa, ON",unpaid
4288,4460,2025-12-31,2025-12-14T12:47:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,953.04,"Janitorial Services, 420 Gilmour Street, Ottawa,ON",unpaid
4289,4461,2025-12-31,2025-12-14T12:52:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,322.05,"Janitorial Services, 366 Brant St, Ottawa, ON",unpaid
4290,4462,2025-12-31,2025-12-14T12:58:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,2204.4,"Janitorial Services, 311 McArthur Ave, Ottawa,ON",unpaid
4291,4463,2025-12-14,2025-12-14T13:03:00+00:00,One Shot,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,38,True,369.51,Patroll Weekend Minto (1140M- 1150M-1156M-1169M-1171M-18H20H-21H-22H-23H-25H-28H-1129M-1124M-1130M),unpaid
4292,4464,2025-12-31,2025-12-14T13:10:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,21,False,384.2,"Janitorial Services ,1320 Carling Ave, Ottawa, ON",unpaid
4293,4465,2025-12-31,2025-12-14T13:23:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,21,False,288.15,"Janitorial Services, 421-423 Richmond Rd, Ottawa, ON",unpaid
4294,4466,2025-12-31,2025-12-14T13:57:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,4944.65,"Janitorial Services 1341 Meadowlands Dr-Parkwood Hills-Package 1,",unpaid
4295,4467,2025-12-15,2025-12-15T07:11:00+00:00,One Shot,Stationnements Parkeo Inc,12433087 Canada Inc.,Unpaid,37,True,1073.5,222 Queen Parking - Garage Power Sweeping Levels 1&2 (31 Oct),unpaid
4297,4469,2025-12-15,2025-12-15T07:18:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,37,True,1746.7,"269954 - 700 St. Joseph - Staff Replacement NOV 10,11,12,13,14",unpaid
4310,4482,2025-12-16,2025-12-16T21:22:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,36,True,1746.7,270866 - 700 St. Joseph - Supply staff from Dec 1st to 5th,unpaid
4311,4483,2025-12-16,2025-12-16T21:25:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,36,True,265.83,270668 - 576 Blv Cite Des Jeunes - Supply Staff - December 1st,unpaid
4312,4484,2025-12-16,2025-12-16T21:27:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,36,True,1746.7,271151 - 700 St. Joseph - Supply Staff - December 8 to 12,unpaid
4313,4485,2025-12-16,2025-12-16T21:30:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,36,True,1492.96,270971 - 101 Sacre-Coeur - Supply Staff - Dec 2 to 5,unpaid
4314,4486,2025-12-16,2025-12-16T21:32:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,36,True,303.81,271305 - 576 Blv Cite Des Jeunes - Supply Staff - Dec 8,unpaid
4315,4487,2025-12-16,2025-12-16T21:34:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,36,True,1492.96,271306 - 101 Sacre-Coeur - Supply Staff - Dec 8 to 12,unpaid
4316,4488,2025-12-16,2025-12-16T22:07:00+00:00,One Shot,Rojo Construction Management Inc.,10696480 Canada Ltd,Unpaid,36,True,894.96,202504 - 415 West Hunt Club - Regular daily cleaning. Dec 9 to 12th,unpaid
4317,4489,2025-12-16,2025-12-16T22:19:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,36,False,199.5,Q7598 - 99 Wyze Road - Carpet cleaning 16th floor (18 Oct),unpaid
4318,4490,2025-12-16,2025-12-16T22:25:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,36,False,954.29,"Q9393 - 7077-7101 Parc (1400) - Vinyl floor treatment on the 3rd floor, suite 3035 (Dec 05)",unpaid
4322,4494,2025-12-31,2025-12-18T07:36:00+00:00,Regular,Jean Coutu,13037622 Canada Inc,Unpaid,21,False,2455.03,Janitorial Services - Jean Coutu #202- 181 Rue Principale Aylmer (FJCLR181P),unpaid
4323,4495,2025-12-31,2025-12-20T09:50:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,5067.91,Janitorial service at 5050 chemin de la Côte-de-Liesse QC Mont-Royal (C.C Royal Mount),unpaid
4324,4496,2025-12-22,2025-12-22T07:17:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,258.69,BNC81422366 - 1040 Rue Drummond - Emergency call to do a complete cleaning of the branch (Dec 1),unpaid
4325,4497,2025-12-22,2025-12-22T07:21:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,258.69,"BNC81421627 - 3850 BOUL SAINT-LAURENT - Emergency call to clean ATM vestibule, and the surrounding area (Dec 1)",unpaid
4326,4498,2025-12-22,2025-12-22T07:24:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,258.69,BNC81436106 - 10650 BOUL PIE-IX - Emergency call to clean the branch and ATM area (Dec 03),unpaid
4327,4499,2025-12-22,2025-12-22T07:29:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,258.69,BNC81392490 - 3785 RUE ONTARIO E - Service call to remove graffitti (dec 02),unpaid
4328,4500,2025-12-22,2025-12-22T07:33:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,3621.12,INO80801899 - 297 Pembroke st - Exterior window cleaning (Dec 06),unpaid
4329,4501,2025-12-22,2025-12-22T07:36:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,254.25,CIB81443269 - 117 Bath Rd - Emergency call to clean up flooded men's washroom (Dec 04),unpaid
4330,4502,2025-12-22,2025-12-22T07:38:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,402.41,BCA81379829 - 15 CHEMIN PRINCIPAL - Cleaning Services (Dec 05),unpaid
4331,4503,2025-12-22,2025-12-22T07:41:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,172.46,BCA81397542 - 1679 RUE ROUTHIER-GATINEAU - Service call to change damaged light buls (08 Dec),unpaid
4332,4504,2025-12-22,2025-12-22T07:44:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,201.21,BMO81424235 - 99 BOULEVARD DEL HOPITAL - Drop old microwave in garbage at strip mall (08 Dec),unpaid
4333,4505,2025-12-22,2025-12-22T07:48:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,30,False,546.13,BMO81424165 - 99 BOULEVARD DEL HOPITAL - Service call to clean spots in carpet (Dec 11),unpaid
4334,4506,2025-12-31,2025-12-22T07:51:00+00:00,Regular,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,402.41,"BNC81476450 - 9105 R. Sherbrooke E, - Emergencu call to clean the janitorial closet. (Dec 8)",unpaid
4335,4507,2025-12-22,2025-12-22T08:22:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,30,False,1492.96,"269435 - 101 Sacre-Coeur - Supply staff for coverage (Nov 14,17,18,19,20)",unpaid
4336,4508,2025-12-31,2025-12-22T13:15:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,-182.0,CREDIT SEPTEMBER INV REF 3943- MACH-Janitorial Services at 1801 Hollis Street- September 2025,unpaid
4337,4509,2025-12-31,2025-12-22T13:20:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,-143.18,CREDIT FOR inv 4170- difference vacancies credit - MACH-Janitorial Services at 1801 Hollis Street- October 2025,unpaid
4338,4510,2025-12-31,2025-12-22T13:34:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,128.59,MACH-Janitorial Services at 1801 Hollis Street- November 2025-ADJUSTMENT -Ref invoice 4387,unpaid
4339,4511,2025-12-31,2025-12-22T14:27:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,-477.09,CREDIT SEPTEMBER INV REF 3944- MACH-Janitorial Services at MACH-99 Wyse (4055)- September 2025,unpaid
